time,stationID,T,RH,PM1P0,PM2P5,PM4P0,w_speed,w_deg
12/19/2024 7:40,aa-87-13-85,9.98,56.1,5,9,14,,
12/19/2024 7:45,aa-87-13-85,9.97,56.8,9,17,26,0,0
12/19/2024 7:50,aa-87-13-85,10.1,57.1,9,11,17,0,0
12/19/2024 7:55,aa-87-13-85,10.5,57.6,7,15,23,,
12/19/2024 8:00,aa-87-13-85,11.1,57.2,6,14,20,,
12/19/2024 8:05,aa-87-13-85,11.7,56.2,8,10,14,,
12/19/2024 8:10,aa-87-13-85,12.2,55.1,11,12,16,3.6,60
12/19/2024 8:15,aa-87-13-85,12.8,53.4,9,15,23,,
12/19/2024 8:20,aa-87-13-85,13.2,52.5,10,20,27,,
12/19/2024 8:25,aa-87-13-85,13.5,51.8,11,20,26,3.6,60
12/19/2024 8:30,aa-87-13-85,13.8,50.5,12,17,26,,
12/19/2024 8:35,aa-87-13-85,14.2,50,12,14,19,,
12/19/2024 8:40,aa-87-13-85,14.9,49.2,15,21,25,,
12/19/2024 8:45,aa-87-13-85,15.7,48.5,15,23,31,,
12/19/2024 8:50,aa-87-13-85,16.4,47.2,16,20,26,3.6,60
12/19/2024 8:55,aa-87-13-85,17.1,45.7,15,20,24,3.6,60
12/19/2024 9:00,aa-87-13-85,17.8,44.1,16,20,26,,
12/19/2024 9:05,aa-87-13-85,18.3,43,22,26,29,,
12/19/2024 9:10,aa-87-13-85,18.6,42,15,17,19,2.06,0
12/19/2024 9:15,aa-87-13-85,19,41.5,15,21,25,,
12/19/2024 9:20,aa-87-13-85,19.3,40.7,21,23,24,,
12/19/2024 9:25,aa-87-13-85,19.4,40.2,20,26,29,,
12/19/2024 9:30,aa-87-13-85,19.7,39.7,18,25,30,2.06,0
12/19/2024 9:35,aa-87-13-85,20.1,39.1,18,27,37,,
12/19/2024 9:40,aa-87-13-85,20.4,38.3,18,22,28,3.09,30
12/19/2024 9:45,aa-87-13-85,20.8,38,23,30,42,,
12/19/2024 9:50,aa-87-13-85,21.2,37.1,21,25,30,,
12/19/2024 9:55,aa-87-13-85,21.5,36.5,19,21,24,,
12/19/2024 10:00,aa-87-13-85,21.7,36.1,19,23,32,,
12/19/2024 10:05,aa-87-13-85,21.8,35.6,19,25,30,4.63,50
12/19/2024 10:10,aa-87-13-85,22.2,35.3,15,26,34,,
12/19/2024 10:15,aa-87-13-85,22.6,34.8,17,26,36,4.63,50
12/19/2024 10:20,aa-87-13-85,23.1,34.5,22,26,28,,
12/19/2024 10:25,aa-87-13-85,23.8,33.4,21,23,28,,
12/19/2024 10:30,aa-87-13-85,24.3,32,21,25,29,4.63,50
12/19/2024 10:35,aa-87-13-85,24.6,31.7,17,20,24,,
12/19/2024 10:40,aa-87-13-85,25.1,30.9,18,20,22,,
12/19/2024 10:45,aa-87-13-85,25.7,30.1,17,21,24,,
12/19/2024 10:50,aa-87-13-85,26.4,29.1,19,22,24,4.63,50
12/19/2024 10:55,aa-87-13-85,26.8,28.3,15,19,24,,
12/19/2024 11:00,aa-87-13-85,27.2,27.6,17,21,26,,
12/19/2024 11:05,aa-87-13-85,27.5,26.6,17,19,20,3.6,60
12/19/2024 11:10,aa-87-13-85,27.6,26.8,14,20,24,,
12/19/2024 11:15,aa-87-13-85,27.9,26,19,21,22,,
12/19/2024 11:20,aa-87-13-85,27.9,25.5,14,16,19,3.6,60
12/19/2024 11:25,aa-87-13-85,28,25.1,18,20,28,,
12/19/2024 11:30,aa-87-13-85,27.9,25.3,13,18,22,,
12/19/2024 11:35,aa-87-13-85,28,25,14,21,26,3.6,60
12/19/2024 11:40,aa-87-13-85,28.3,25,17,19,27,,
12/19/2024 11:45,aa-87-13-85,28.8,24.4,15,18,25,3.6,60
12/19/2024 11:50,aa-87-13-85,29.1,23.8,15,16,22,,
12/19/2024 11:55,aa-87-13-85,29.4,23.6,14,18,22,,
12/19/2024 12:00,aa-87-13-85,29.9,23.1,13,15,23,,
12/19/2024 12:05,aa-87-13-85,30.2,22.6,15,21,26,1.34,34
12/19/2024 12:10,aa-87-13-85,30.2,22.3,13,20,27,,
12/19/2024 12:15,aa-87-13-85,30.3,22.2,16,20,26,,
12/19/2024 12:20,aa-87-13-85,30.4,21.8,15,18,20,1.54,0
12/19/2024 12:25,aa-87-13-85,30.4,22.1,16,17,18,,
12/19/2024 12:30,aa-87-13-85,30.6,21.7,12,14,16,1.54,0
12/19/2024 12:35,aa-87-13-85,30.9,21.5,15,18,20,,
12/19/2024 12:40,aa-87-13-85,31.3,21.1,19,22,33,1.34,173
12/19/2024 12:45,aa-87-13-85,31.4,20.9,12,17,24,,
12/19/2024 12:50,aa-87-13-85,31.4,20.8,13,17,23,,
12/19/2024 12:55,aa-87-13-85,31,21,13,17,23,,
12/19/2024 13:00,aa-87-13-85,31.2,21,13,18,22,2.57,0
12/19/2024 13:05,aa-87-13-85,31.3,20.9,13,15,19,,
12/19/2024 13:10,aa-87-13-85,31.5,20.8,17,21,23,,
12/19/2024 13:15,aa-87-13-85,31.5,20.9,16,21,25,2.57,0
12/19/2024 13:20,aa-87-13-85,31.7,20.7,16,19,23,,
12/19/2024 13:25,aa-87-13-85,31.7,20.6,13,17,21,,
12/19/2024 13:30,aa-87-13-85,31.9,20.4,15,23,32,,
12/19/2024 13:35,aa-87-13-85,31.6,20.6,16,27,38,2.06,0
12/19/2024 13:40,aa-87-13-85,31.5,20.8,19,20,20,2.06,330
12/19/2024 13:45,aa-87-13-85,31.8,20.6,14,16,19,,
12/19/2024 13:50,aa-87-13-85,31.8,20.7,14,21,32,,
12/19/2024 13:55,aa-87-13-85,31.7,20.8,15,21,25,,
12/19/2024 14:00,aa-87-13-85,31.9,20.6,14,15,18,,
12/19/2024 14:05,aa-87-13-85,32.1,20.2,18,20,21,3.6,330
12/19/2024 14:10,aa-87-13-85,31.9,20.4,13,18,21,,
12/19/2024 14:15,aa-87-13-85,31.5,20.7,13,15,21,3.6,330
12/19/2024 14:20,aa-87-13-85,31.5,20.9,15,16,17,,
12/19/2024 14:25,aa-87-13-85,31.7,20.6,14,15,20,,
12/19/2024 14:30,aa-87-13-85,31.9,20.3,14,19,27,4.63,360
12/19/2024 14:35,aa-87-13-85,31.5,20.6,14,22,32,,
12/19/2024 14:40,aa-87-13-85,31.3,20.9,13,14,18,4.63,360
12/19/2024 14:45,aa-87-13-85,31.3,20.8,14,15,16,,
12/19/2024 14:50,aa-87-13-85,31.3,20.8,14,21,26,,
12/19/2024 14:55,aa-87-13-85,31.3,20.8,15,20,25,4.12,340
12/19/2024 15:00,aa-87-13-85,31,21,13,18,27,,
12/19/2024 15:05,aa-87-13-85,30.9,21.3,14,18,23,,
12/19/2024 15:10,aa-87-13-85,30.8,21.3,16,18,20,,
12/19/2024 15:15,aa-87-13-85,30.6,21.6,13,15,18,4.12,340
12/19/2024 15:20,aa-87-13-85,30.6,21.5,23,27,28,,
12/19/2024 15:25,aa-87-13-85,30.7,21.5,13,14,19,4.12,340
12/19/2024 15:30,aa-87-13-85,30.8,21.4,15,19,22,,
12/19/2024 15:35,aa-87-13-85,30.7,21.3,15,17,23,,
12/19/2024 15:40,aa-87-13-85,30.3,21.4,17,19,20,3.6,350
12/19/2024 15:45,aa-87-13-85,29.7,22,19,23,29,,
12/19/2024 15:50,aa-87-13-85,29.3,22.7,15,22,28,,
12/19/2024 15:55,aa-87-13-85,29.1,23,15,18,24,,
12/19/2024 16:00,aa-87-13-85,28.8,23.3,15,23,29,5.14,350
12/19/2024 16:05,aa-87-13-85,28.4,23.7,17,18,18,,
12/19/2024 16:10,aa-87-13-85,27.8,24.3,14,20,26,5.14,350
12/19/2024 16:15,aa-87-13-85,26.9,25.3,16,20,26,,
12/19/2024 16:20,aa-87-13-85,25.7,26.7,17,24,32,,
12/19/2024 16:25,aa-87-13-85,24.4,28.2,16,22,31,4.63,360
12/19/2024 16:30,aa-87-13-85,23,29.8,12,16,19,,
12/19/2024 16:35,aa-87-13-85,21.7,31.8,15,19,27,,
12/19/2024 16:40,aa-87-13-85,20.5,33.8,19,21,22,,
12/19/2024 16:45,aa-87-13-85,19.4,35.6,18,21,24,,
12/19/2024 16:50,aa-87-13-85,18.5,37.3,14,18,22,5.14,10
12/19/2024 16:55,aa-87-13-85,17.8,38.6,20,26,35,,
12/19/2024 17:00,aa-87-13-85,17.1,39.6,16,24,31,,
12/19/2024 17:05,aa-87-13-85,16.4,40.7,20,31,38,2.57,350
12/19/2024 17:10,aa-87-13-85,15.8,41.8,19,25,36,,
12/19/2024 17:15,aa-87-13-85,15.3,42.9,27,30,41,2.57,350
12/19/2024 17:20,aa-87-13-85,14.8,43.9,21,35,50,,
12/19/2024 17:25,aa-87-13-85,14.5,44.7,24,32,42,,
12/19/2024 17:30,aa-87-13-85,14.2,45.6,25,29,32,3.09,350
12/19/2024 17:35,aa-87-13-85,13.9,46.4,22,30,36,,
12/19/2024 17:40,aa-87-13-85,13.6,46.8,20,33,42,,
12/19/2024 17:45,aa-87-13-85,13.3,47.1,23,29,38,,
12/19/2024 17:50,aa-87-13-85,13.1,47.9,28,34,44,1.54,330
12/19/2024 17:55,aa-87-13-85,12.8,48.1,22,32,42,1.54,330
12/19/2024 18:00,aa-87-13-85,12.5,48.6,27,35,40,,
12/19/2024 18:05,aa-87-13-85,12.3,48.8,25,28,34,,
12/19/2024 18:10,aa-87-13-85,12,49.4,23,28,36,,
12/19/2024 18:15,aa-87-13-85,11.7,50.6,21,31,39,5.14,50
12/19/2024 18:20,aa-87-13-85,11.5,51.3,22,34,43,,
12/19/2024 18:25,aa-87-13-85,11.4,51.2,22,26,38,5.14,50
12/19/2024 18:30,aa-87-13-85,11.3,51.3,24,33,42,,
12/19/2024 18:35,aa-87-13-85,11.1,51.7,30,33,44,,
12/19/2024 18:40,aa-87-13-85,11,51.7,22,33,49,,
12/19/2024 18:45,aa-87-13-85,11.1,57.1,17,25,34,5.14,50
12/19/2024 18:50,aa-87-13-85,11.3,59,19,29,43,,
12/19/2024 18:55,aa-87-13-85,11.5,58.7,17,22,27,,
12/19/2024 19:00,aa-87-13-85,11.6,59.1,20,26,31,3.6,50
12/19/2024 19:05,aa-87-13-85,11.8,58.5,19,21,22,,
12/19/2024 19:10,aa-87-13-85,11.8,58.3,18,20,22,,
12/19/2024 19:15,aa-87-13-85,11.7,57.3,15,21,26,,
12/19/2024 19:20,aa-87-13-85,11.6,58.2,15,21,28,3.6,50
12/19/2024 19:25,aa-87-13-85,11.6,58.5,18,23,34,,
12/19/2024 19:30,aa-87-13-85,11.6,58.3,17,19,24,3.6,50
12/19/2024 19:35,aa-87-13-85,11.5,57.4,10,18,24,,
12/19/2024 19:40,aa-87-13-85,11.3,56.8,11,20,28,3.6,50
12/19/2024 19:45,aa-87-13-85,11.2,58.2,11,21,29,,
12/19/2024 19:50,aa-87-13-85,11.2,58,14,33,50,,
12/19/2024 19:55,aa-87-13-85,11.1,57.6,14,20,24,,
12/19/2024 20:00,aa-87-13-85,11,58.4,17,24,32,,
12/19/2024 20:05,aa-87-13-85,11,59.5,18,24,28,6.17,50
12/19/2024 20:10,aa-87-13-85,11.1,60.3,26,30,37,,
12/19/2024 20:15,aa-87-13-85,11.1,60.1,17,26,34,6.17,50
12/19/2024 20:20,aa-87-13-85,11,59.7,20,23,28,,
12/19/2024 20:25,aa-87-13-85,11,59.6,20,23,25,6.17,50
12/19/2024 20:30,aa-87-13-85,10.9,59.2,21,23,24,,
12/19/2024 20:35,aa-87-13-85,10.9,59.4,19,23,27,,
12/19/2024 20:40,aa-87-13-85,10.8,58.8,23,34,43,,
12/19/2024 20:45,aa-87-13-85,10.7,57.9,11,21,32,6.17,50
12/19/2024 20:50,aa-87-13-85,10.6,58.2,11,22,34,,
12/19/2024 20:55,aa-87-13-85,10.5,59.6,16,25,31,,
12/19/2024 21:00,aa-87-13-85,10.6,60.9,21,27,32,,
12/19/2024 21:05,aa-87-13-85,10.7,61.1,21,24,31,2.06,260
12/19/2024 21:10,aa-87-13-85,10.8,60.8,21,30,42,,
12/19/2024 21:15,aa-87-13-85,10.8,61.4,24,31,41,,
12/19/2024 21:20,aa-87-13-85,10.9,61.2,24,30,34,2.06,260
12/19/2024 21:25,aa-87-13-85,11,61.2,28,38,51,,
12/19/2024 21:30,aa-87-13-85,11,61.2,27,30,41,,
12/19/2024 21:35,aa-87-13-85,11.1,60.8,26,37,53,4.12,60
12/19/2024 21:40,aa-87-13-85,11,60.6,25,39,49,,
12/19/2024 21:45,aa-87-13-85,11,60.5,26,30,34,,
12/19/2024 21:50,aa-87-13-85,11.1,61.1,27,35,44,4.12,60
12/19/2024 21:55,aa-87-13-85,11.2,61.7,22,28,32,,
12/19/2024 22:00,aa-87-13-85,11.3,61.6,28,31,31,1.54,210
12/19/2024 22:05,aa-87-13-85,11.3,61,23,36,50,,
12/19/2024 22:10,aa-87-13-85,11.3,60.7,26,30,38,,
12/19/2024 22:15,aa-87-13-85,11.3,60.6,25,34,45,1.54,210
12/19/2024 22:20,aa-87-13-85,11.2,60.4,19,29,38,,
12/19/2024 22:25,aa-87-13-85,11.1,59.1,23,40,53,1.54,260
12/19/2024 22:30,aa-87-13-85,10.9,58.5,21,37,55,,
12/19/2024 22:35,aa-87-13-85,10.8,58.2,24,35,42,,
12/19/2024 22:40,aa-87-13-85,10.6,58.2,24,25,39,1.54,270
12/19/2024 22:45,aa-87-13-85,10.5,58.3,31,37,40,,
12/19/2024 22:50,aa-87-13-85,10.4,58.8,14,18,26,,
12/19/2024 22:55,aa-87-13-85,10.3,58.7,23,28,36,,
12/19/2024 23:00,aa-87-13-85,10.2,58,26,40,50,1.54,280
12/19/2024 23:05,aa-87-13-85,10,58,27,35,41,,
12/19/2024 23:10,aa-87-13-85,9.96,58.1,27,30,35,1.54,280
12/19/2024 23:15,aa-87-13-85,9.88,58.1,31,38,50,,
12/19/2024 23:20,aa-87-13-85,9.79,57.9,30,40,51,,
12/19/2024 23:25,aa-87-13-85,9.75,58,32,40,45,0,0
12/19/2024 23:30,aa-87-13-85,9.7,58.2,28,39,46,,
12/19/2024 23:35,aa-87-13-85,9.74,58.3,31,38,46,,
12/19/2024 23:40,aa-87-13-85,9.75,58.2,32,38,42,,
12/19/2024 23:45,aa-87-13-85,9.7,58.2,35,41,46,0,0
12/19/2024 23:50,aa-87-13-85,9.68,58.4,31,39,47,,
12/19/2024 23:55,aa-87-13-85,9.68,58.4,35,39,50,,
12/20/2024 0:00,aa-87-13-85,9.64,58.3,29,34,41,,
12/20/2024 0:05,aa-87-13-85,9.57,58.2,26,33,36,0,0
12/20/2024 0:10,aa-87-13-85,9.56,57.8,32,36,47,,
12/20/2024 0:15,aa-87-13-85,9.54,57.9,27,40,52,0,0
12/20/2024 0:20,aa-87-13-85,9.53,58.1,35,44,50,,
12/20/2024 0:25,aa-87-13-85,9.56,58.4,32,41,46,,
12/20/2024 0:30,aa-87-13-85,9.63,58.3,34,40,50,0,0
12/20/2024 0:35,aa-87-13-85,9.63,58.8,27,31,47,,
12/20/2024 0:40,aa-87-13-85,9.8,60.3,29,38,51,,
12/20/2024 0:45,aa-87-13-85,10,60.4,24,32,39,,
12/20/2024 0:50,aa-87-13-85,10.1,60.5,28,35,41,0,0
12/20/2024 0:55,aa-87-13-85,10.2,59.5,27,44,61,,
12/20/2024 1:00,aa-87-13-85,10.2,59.1,38,43,48,,
12/20/2024 1:05,aa-87-13-85,10.1,58.4,30,38,46,1.54,340
12/20/2024 1:10,aa-87-13-85,10,58,32,38,47,1.54,340
12/20/2024 1:15,aa-87-13-85,9.87,58.2,33,45,61,,
12/20/2024 1:20,aa-87-13-85,9.79,58,36,39,47,,
12/20/2024 1:25,aa-87-13-85,9.68,57.9,35,39,42,1.54,280
12/20/2024 1:30,aa-87-13-85,9.6,58.1,32,37,46,,
12/20/2024 1:35,aa-87-13-85,9.53,59.3,21,25,26,,
12/20/2024 1:40,aa-87-13-85,9.54,58.9,27,37,54,0,0
12/20/2024 1:45,aa-87-13-85,9.48,58.5,31,36,46,,
12/20/2024 1:50,aa-87-13-85,9.46,58.8,29,33,40,,
12/20/2024 1:55,aa-87-13-85,9.47,58.8,32,37,43,,
12/20/2024 2:00,aa-87-13-85,9.46,58.8,26,31,38,,
12/20/2024 2:05,aa-87-13-85,9.43,58.7,33,45,53,2.06,290
12/20/2024 2:10,aa-87-13-85,9.36,59,32,38,56,2.06,290
12/20/2024 2:15,aa-87-13-85,9.37,58.7,29,41,50,,
12/20/2024 2:20,aa-87-13-85,9.3,58.5,28,37,51,,
12/20/2024 2:25,aa-87-13-85,9.24,58.6,31,35,45,2.06,270
12/20/2024 2:30,aa-87-13-85,9.22,58.8,31,44,53,,
12/20/2024 2:35,aa-87-13-85,9.2,58.5,26,42,59,,
12/20/2024 2:40,aa-87-13-85,9.13,58.5,33,36,45,,
12/20/2024 2:45,aa-87-13-85,9.07,58.6,32,38,47,,
12/20/2024 2:50,aa-87-13-85,9.05,59,25,34,40,0,0
12/20/2024 2:55,aa-87-13-85,9.05,58.9,27,41,51,,
12/20/2024 3:00,aa-87-13-85,9.03,58.7,36,45,51,,
12/20/2024 3:05,aa-87-13-85,9.01,59.2,33,45,53,1.54,180
12/20/2024 3:10,aa-87-13-85,9.02,59,26,41,53,,
12/20/2024 3:15,aa-87-13-85,8.94,58.8,33,41,48,,
12/20/2024 3:20,aa-87-13-85,8.91,58.8,34,47,59,1.54,240
12/20/2024 3:25,aa-87-13-85,8.92,58.5,35,42,51,,
12/20/2024 3:30,aa-87-13-85,8.92,59,36,44,52,1.54,240
12/20/2024 3:35,aa-87-13-85,8.9,59.1,28,39,49,,
12/20/2024 3:40,aa-87-13-85,8.85,58.9,35,46,54,,
12/20/2024 3:45,aa-87-13-85,8.93,61,19,27,35,0,0
12/20/2024 3:50,aa-87-13-85,9.16,62,25,38,51,,
12/20/2024 3:55,aa-87-13-85,9.13,61.9,25,29,33,,
12/20/2024 4:00,aa-87-13-85,9.23,62.4,20,45,64,,
12/20/2024 4:05,aa-87-13-85,9.38,62.1,25,46,63,1.54,220
12/20/2024 4:10,aa-87-13-85,9.41,62,26,42,53,,
12/20/2024 4:15,aa-87-13-85,9.44,61.8,23,30,38,,
12/20/2024 4:20,aa-87-13-85,9.4,61.6,22,34,43,0,0
12/20/2024 4:25,aa-87-13-85,9.33,61.4,22,25,28,,
12/20/2024 4:30,aa-87-13-85,9.34,62.2,32,39,44,0,0
12/20/2024 4:35,aa-87-13-85,9.47,62.9,27,33,43,,
12/20/2024 4:40,aa-87-13-85,9.58,62.7,23,35,51,,
12/20/2024 4:45,aa-87-13-85,9.64,62.2,24,32,43,0,0
12/20/2024 4:50,aa-87-13-85,9.56,62,20,32,43,,
12/20/2024 4:55,aa-87-13-85,9.55,61.9,23,32,43,,
12/20/2024 5:00,aa-87-13-85,9.55,62.2,21,34,44,,
12/20/2024 5:05,aa-87-13-85,9.58,62.7,26,33,46,2.06,180
12/20/2024 5:10,aa-87-13-85,9.63,62.9,19,28,39,,
12/20/2024 5:15,aa-87-13-85,9.66,63.3,24,28,30,2.06,180
12/20/2024 5:20,aa-87-13-85,9.81,63.4,19,27,35,,
12/20/2024 5:25,aa-87-13-85,9.98,63,19,23,34,,
12/20/2024 5:30,aa-87-13-85,10.1,63,13,20,27,,
12/20/2024 5:35,aa-87-13-85,10.2,62.7,10,15,19,1.54,180
12/20/2024 5:40,aa-87-13-85,10.2,62.5,12,21,28,,
12/20/2024 5:45,aa-87-13-85,10.2,62,15,23,30,0,0
12/20/2024 5:50,aa-87-13-85,10.2,61.7,24,35,42,,
12/20/2024 5:55,aa-87-13-85,10.3,61.3,24,29,37,,
12/20/2024 6:00,aa-87-13-85,10.4,61.5,16,19,25,,
12/20/2024 6:05,aa-87-13-85,10.5,61.6,10,15,23,0,0
12/20/2024 6:10,aa-87-13-85,10.5,61.3,10,22,33,,
12/20/2024 6:15,aa-87-13-85,10.5,60.9,11,15,18,,
12/20/2024 6:20,aa-87-13-85,10.3,60,15,27,36,0,0
12/20/2024 6:25,aa-87-13-85,10,60,16,18,21,,
12/20/2024 6:30,aa-87-13-85,9.94,59.8,11,20,29,1.54,300
12/20/2024 6:35,aa-87-13-85,9.73,60.1,11,19,26,,
12/20/2024 6:40,aa-87-13-85,9.68,60.3,14,18,21,,
12/20/2024 6:45,aa-87-13-85,9.62,61,11,15,18,,
12/20/2024 6:50,aa-87-13-85,9.56,61.5,11,15,18,0,0
12/20/2024 6:55,aa-87-13-85,9.63,61,15,25,32,,
12/20/2024 7:00,aa-87-13-85,9.65,60.8,12,19,25,0,0
12/20/2024 7:05,aa-87-13-85,9.52,60.8,11,16,23,,
12/20/2024 7:10,aa-87-13-85,9.45,60.5,13,20,26,,
12/20/2024 7:15,aa-87-13-85,9.26,60.6,17,21,25,1.54,260
12/20/2024 7:20,aa-87-13-85,9.24,60.3,16,23,28,,
12/20/2024 7:25,aa-87-13-85,9.23,60.7,11,24,35,,
12/20/2024 7:30,aa-87-13-85,9.16,61.2,14,17,19,1.54,260
12/20/2024 7:35,aa-87-13-85,9.15,62,9,14,18,,
12/20/2024 7:40,aa-87-13-85,9.16,62.3,11,14,19,,
12/20/2024 7:45,aa-87-13-85,9.19,62.3,8,14,17,1.54,260
12/20/2024 7:50,aa-87-13-85,9.31,62,7,10,14,,
12/20/2024 7:55,aa-87-13-85,9.52,61.4,15,18,21,,
12/20/2024 8:00,aa-87-13-85,9.49,61.5,15,18,21,,
12/20/2024 8:05,aa-87-13-85,9.55,61.9,14,16,25,1.54,260
12/20/2024 8:10,aa-87-13-85,9.74,62.3,13,20,26,,
12/20/2024 8:15,aa-87-13-85,9.96,61.7,25,33,44,1.54,0
12/20/2024 8:20,aa-87-13-85,10.2,61,24,27,29,,
12/20/2024 8:25,aa-87-13-85,10.7,60.5,26,32,38,,
12/20/2024 8:30,aa-87-13-85,11.3,60.4,28,35,51,,
12/20/2024 8:35,aa-87-13-85,11.8,60,27,40,52,1.54,0
12/20/2024 8:40,aa-87-13-85,12.3,59.5,26,33,37,,
12/20/2024 8:45,aa-87-13-85,12.7,58.9,29,39,46,,
12/20/2024 8:50,aa-87-13-85,13.2,58.6,32,40,56,1.54,0
12/20/2024 8:55,aa-87-13-85,13.7,57.4,27,40,50,,
12/20/2024 9:00,aa-87-13-85,14.2,56.2,26,33,43,2.06,260
12/20/2024 9:05,aa-87-13-85,14.7,55.2,30,36,40,,
12/20/2024 9:10,aa-87-13-85,15.2,54.3,29,37,42,,
12/20/2024 9:15,aa-87-13-85,15.7,53.4,30,43,52,,
12/20/2024 9:20,aa-87-13-85,16.4,52.2,29,39,54,0,0
12/20/2024 9:25,aa-87-13-85,17.2,51,27,32,35,,
12/20/2024 9:30,aa-87-13-85,18,48.9,31,37,51,,
12/20/2024 9:35,aa-87-13-85,18.9,46.9,30,43,58,0,0
12/20/2024 9:40,aa-87-13-85,19.5,45.6,28,34,38,,
12/20/2024 9:45,aa-87-13-85,20,44.6,29,32,40,2.06,100
12/20/2024 9:50,aa-87-13-85,20.7,42.8,25,30,39,,
12/20/2024 9:55,aa-87-13-85,21.3,41.5,22,30,35,,
12/20/2024 10:00,aa-87-13-85,21.5,40.7,25,32,37,,
12/20/2024 10:05,aa-87-13-85,21.7,40.1,22,27,34,0,0
12/20/2024 10:10,aa-87-13-85,22.2,39.3,30,35,40,,
12/20/2024 10:15,aa-87-13-85,22.6,38.7,26,30,40,,
12/20/2024 10:20,aa-87-13-85,23.3,37.5,24,31,40,0,0
12/20/2024 10:25,aa-87-13-85,23.8,36.2,26,35,41,,
12/20/2024 10:30,aa-87-13-85,24.2,34.9,22,26,33,0,0
12/20/2024 10:35,aa-87-13-85,24.3,34.7,25,29,33,,
12/20/2024 10:40,aa-87-13-85,24.4,34.3,22,25,27,,
12/20/2024 10:45,aa-87-13-85,24.6,33.7,22,25,29,0,0
12/20/2024 10:50,aa-87-13-85,24.9,33.2,21,27,34,,
12/20/2024 10:55,aa-87-13-85,25.3,32.5,22,26,28,,
12/20/2024 11:00,aa-87-13-85,25.7,32,21,27,35,,
12/20/2024 11:05,aa-87-13-85,26,31.1,23,28,30,2.06,0
12/20/2024 11:10,aa-87-13-85,26.2,30.8,26,33,41,,
12/20/2024 11:15,aa-87-13-85,26.3,30.4,26,30,39,,
12/20/2024 11:20,aa-87-13-85,26.3,29.8,29,31,37,2.06,0
12/20/2024 11:25,aa-87-13-85,26,30.3,26,30,33,,
12/20/2024 11:30,aa-87-13-85,25.4,30.7,24,28,34,2.06,0
12/20/2024 11:35,aa-87-13-85,25,31.2,21,27,31,,
12/20/2024 11:40,aa-87-13-85,24.9,31.3,24,32,42,,
12/20/2024 11:45,aa-87-13-85,24.6,31.6,22,32,48,2.06,0
12/20/2024 11:50,aa-87-13-85,23.9,32.3,21,24,27,,
12/20/2024 11:55,aa-87-13-85,23.3,33.6,22,27,35,,
12/20/2024 12:00,aa-87-13-85,22.6,34.4,23,31,37,,
12/20/2024 12:05,aa-87-13-85,22.1,35,24,28,31,2.06,0
12/20/2024 12:10,aa-87-13-85,21.8,35.7,28,33,42,,
12/20/2024 12:15,aa-87-13-85,21.6,35.7,21,24,26,,
12/20/2024 12:20,aa-87-13-85,21.4,36.1,20,30,38,2.06,0
12/20/2024 12:25,aa-87-13-85,21.7,35.8,33,37,46,,
12/20/2024 12:30,aa-87-13-85,22.1,34.8,28,36,41,,
12/20/2024 12:35,aa-87-13-85,22.5,34.2,34,36,36,3.6,320
12/20/2024 12:40,aa-87-13-85,22.6,33.9,26,32,39,,
12/20/2024 12:45,aa-87-13-85,22.3,34.1,30,32,41,3.6,320
12/20/2024 12:50,aa-87-13-85,21.9,35.1,24,32,39,,
12/20/2024 12:55,aa-87-13-85,21.6,35.6,20,27,32,3.6,320
12/20/2024 13:00,aa-87-13-85,21,36.6,23,29,38,,
12/20/2024 13:05,aa-87-13-85,20.9,37.2,21,23,28,,
12/20/2024 13:10,aa-87-13-85,21,36.7,21,23,31,,
12/20/2024 13:15,aa-87-13-85,20.8,36.9,25,27,28,4.63,350
12/20/2024 13:20,aa-87-13-85,20.5,36.7,22,25,31,,
12/20/2024 13:25,aa-87-13-85,20.5,36.8,20,22,26,4.63,350
12/20/2024 13:30,aa-87-13-85,20.8,37.2,21,24,29,,
12/20/2024 13:35,aa-87-13-85,21.2,36.3,17,27,35,,
12/20/2024 13:40,aa-87-13-85,21.6,35.6,21,26,32,,
12/20/2024 13:45,aa-87-13-85,22.2,34.6,19,25,30,4.63,350
12/20/2024 13:50,aa-87-13-85,23.3,32.7,20,25,29,,
12/20/2024 13:55,aa-87-13-85,23.8,31.7,18,26,39,4.63,350
12/20/2024 14:00,aa-87-13-85,23.8,32,25,30,34,,
12/20/2024 14:05,aa-87-13-85,24.1,31.4,19,25,34,,
12/20/2024 14:10,aa-87-13-85,23.7,31.7,16,20,23,4.12,320
12/20/2024 14:15,aa-87-13-85,23,32.6,16,23,30,,
12/20/2024 14:20,aa-87-13-85,22.7,33.1,20,31,40,4.12,320
12/20/2024 14:25,aa-87-13-85,22.4,33.5,16,25,31,,
12/20/2024 14:30,aa-87-13-85,22.3,34.3,24,25,25,,
12/20/2024 14:35,aa-87-13-85,22.6,34.1,19,31,40,,
12/20/2024 14:40,aa-87-13-85,22.4,34.2,20,29,39,,
12/20/2024 14:45,aa-87-13-85,21.6,35.3,18,29,38,4.12,320
12/20/2024 14:50,aa-87-13-85,21,36.4,20,31,39,,
12/20/2024 14:55,aa-87-13-85,20.6,37.1,20,27,31,,
12/20/2024 15:00,aa-87-13-85,20.2,37.8,19,26,37,1.54,0
12/20/2024 15:05,aa-87-13-85,19.9,38.3,25,27,31,,
12/20/2024 15:10,aa-87-13-85,19.8,38.7,23,35,43,1.54,0
